pid;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;MS Zoning;Mo Sold;Yr Sold;Exter Cond;Heating QC;Exter Qual;Kitchen Qual;Full Bath;Half Bath;Bedroom AbvGr;Gr Liv Area;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area;Neighborhood;Sale Type;saleprice;Sale Condition
527450210;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;408;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;72;0;0;0;0;NA   ;160;RM     ;6.0;2006.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1953;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1973;1973;174;Fa;0;BLQ;Unf;483;No;0;TA;0;309;TA;Detchd;1973;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;83000;Normal 
527450220;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;265;CBlock;GasA ;Y;SBrkr;672;546;0;1;7;Typ ;0;NA;Y;0;28;0;0;0;NA   ;160;RM     ;12.0;2007.0;TA;Ex;TA;Ex;1.0;1.0;4.0;1218.0;21;2058;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1973;1973;672;TA;0;Unf;Unf;672;No;0;TA;0;0;TA;Detchd;1973;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;113700;Normal 
527450250;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;158;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;11.0;2008.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1973;1973;153;TA;0;BLQ;Unf;483;No;1;TA;0;330;TA;Detchd;1973;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;100000;Normal 
527450280;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;504;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;7.0;2009.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1973;1973;229;TA;0;BLQ;Unf;483;No;1;TA;0;254;TA;Detchd;1973;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;111000;Normal 
527450460;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;380;CBlock;GasA ;Y;SBrkr;494;536;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;7.0;2006.0;TA;Ex;TA;TA;1.0;1.0;3.0;1030.0;21;1890;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;7;1972;1972;212;TA;0;ALQ;Unf;494;No;0;TA;0;282;TA;Detchd;1973;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;116000;Normal 
527450520;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;422;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;411;0;0;0;0;NA   ;160;RM     ;4.0;2008.0;TA;Gd;TA;TA;1.0;1.0;2.0;987.0;21;1890;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;6;1972;1972;0;TA;0;LwQ;Unf;483;No;0;TA;0;483;TA;Detchd;1975;1;TA;Unf;352;NA;0;NA;0;BrDale ;WD   ;100500;Normal 
527451020;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;304;CBlock;GasA ;Y;SBrkr;630;672;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;4.0;2007.0;TA;TA;TA;TA;2.0;1.0;3.0;1302.0;24;2016;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;2Story;5;5;1970;1970;630;TA;0;Unf;Unf;630;No;0;TA;0;0;TA;Detchd;1970;2;TA;Unf;440;NA;0;NA;0;BrDale ;WD   ;106000;Normal 
527451060;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;127;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;9.0;2008.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1869;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;6;1970;1970;162;TA;0;Rec;Unf;483;No;0;TA;0;321;TA;Detchd;1987;1;TA;Unf;280;NA;0;NA;0;BrDale ;WD   ;106000;Normal 
527451110;Gable  ;CompShg;HdBoard;HdBoard;None   ;312;CBlock;GasA ;Y;SBrkr;765;600;0;1;7;Min1;0;NA;Y;0;36;0;0;0;NA   ;160;RM     ;5.0;2009.0;TA;TA;TA;TA;1.0;1.0;3.0;1365.0;24;2368;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;2Story;5;6;1970;1970;0;TA;0;LwQ;Unf;765;No;0;TA;0;765;TA;Attchd;1970;2;TA;Unf;440;NA;0;NA;0;BrDale ;WD   ;125000;Normal 
527451170;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;376;CBlock;GasA ;Y;SBrkr;765;600;0;1;6;Min1;0;NA;Y;240;36;0;0;0;NA   ;160;RM     ;8.0;2007.0;TA;Ex;TA;TA;1.0;1.0;2.0;1365.0;24;1920;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;2Story;5;5;1971;1971;294;TA;0;ALQ;Unf;765;No;1;TA;0;471;TA;Detchd;1971;2;TA;Unf;440;NA;0;NA;0;BrDale ;WD   ;122500;Normal 
527451180;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;504;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;275;0;0;0;0;NA   ;160;RM     ;2.0;2010.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1971;1971;327;TA;0;Rec;Unf;483;No;0;TA;0;156;TA;Detchd;1971;1;TA;Unf;264;NA;0;NA;0;BrDale ;COD  ;96000;Normal 
527451200;Gable  ;CompShg;CemntBd;CmentBd;BrkFace;236;CBlock;GasA ;Y;SBrkr;672;546;0;1;7;Typ ;0;NA;N;201;0;0;0;0;NA   ;160;RM     ;4.0;2006.0;TA;TA;TA;TA;1.0;1.0;3.0;1218.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1971;1971;672;TA;0;Unf;Unf;672;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrDale ;WD   ;91500;Abnorml
527451290;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;232;CBlock;GasA ;Y;SBrkr;483;504;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;7.0;2008.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1971;1971;96;TA;0;ALQ;Unf;483;No;0;TA;0;387;TA;Detchd;1971;1;TA;Unf;264;NA;0;NA;0;BrDale ;COD  ;85400;Abnorml
527451320;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;142;CBlock;GasA ;Y;SBrkr;630;672;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;5.0;2009.0;TA;TA;TA;TA;2.0;1.0;3.0;1302.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;5;5;1971;1971;630;TA;0;Unf;Unf;630;No;0;TA;0;0;TA;Detchd;1991;1;TA;Unf;280;NA;0;NA;0;BrDale ;COD  ;112000;Abnorml
527451330;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;492;CBlock;GasA ;Y;SBrkr;525;567;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;3.0;2010.0;TA;TA;TA;TA;1.0;1.0;3.0;1092.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;5;5;1971;1971;225;TA;0;Rec;Unf;525;No;0;TA;0;300;TA;Detchd;1997;1;TA;Unf;320;NA;0;NA;0;BrDale ;WD   ;105500;Normal 
527451380;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;281;CBlock;GasA ;Y;SBrkr;672;546;0;1;7;Typ ;0;NA;Y;0;28;0;0;0;NA   ;160;RM     ;5.0;2006.0;TA;Gd;TA;TA;1.0;1.0;3.0;1218.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;7;1972;1972;355;TA;1;BLQ;Unf;672;No;0;TA;0;317;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;118000;Normal 
527451400;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;604;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;8.0;2008.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;TwnhsE;2Story;6;3;1971;1971;125;TA;0;ALQ;Unf;483;No;0;TA;0;358;TA;Detchd;1971;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;89500;Normal 
527451410;Gable  ;CompShg;HdBoard;ImStucc;BrkFace;381;CBlock;GasA ;Y;SBrkr;525;567;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;3.0;2010.0;TA;TA;TA;TA;1.0;1.0;3.0;1092.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1971;1971;525;TA;0;Unf;Unf;525;No;0;TA;0;0;TA;Detchd;1971;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;88000;Family 
527451450;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;504;CBlock;GasA ;Y;SBrkr;483;465;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;7.0;2006.0;TA;TA;TA;TA;1.0;1.0;2.0;948.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1972;1972;207;TA;0;ALQ;Unf;483;No;0;TA;0;276;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;89000;Normal 
527451460;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;504;CBlock;GasA ;Y;SBrkr;525;567;0;1;6;Typ ;0;NA;Y;352;0;0;0;0;GdPrv;160;RM     ;10.0;2006.0;TA;Gd;TA;TA;1.0;1.0;3.0;1092.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1972;1972;143;TA;0;BLQ;Unf;525;No;0;TA;0;382;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;108000;Normal 
527451520;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;297;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;1;Po;Y;0;0;0;0;0;NA   ;160;RM     ;6.0;2006.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;5;1972;1972;483;TA;0;Unf;Unf;483;No;0;TA;0;0;TA;Attchd;1972;1;TA;Unf;288;NA;0;NA;0;BrDale ;WD   ;94500;Normal 
527451540;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;425;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;7.0;2009.0;TA;TA;TA;TA;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;6;1972;1972;79;TA;0;Rec;LwQ;483;No;1;TA;294;110;TA;Detchd;1972;1;TA;Unf;288;NA;0;NA;0;BrDale ;WD   ;97000;Normal 
527451550;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;356;CBlock;GasA ;Y;SBrkr;630;672;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;160;RM     ;12.0;2008.0;TA;TA;TA;TA;2.0;1.0;3.0;1302.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;5;5;1972;1972;280;TA;0;Rec;Unf;630;No;0;TA;0;350;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;111750;Normal 
527451640;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;510;CBlock;GasA ;Y;SBrkr;483;504;0;1;5;Typ ;0;NA;Y;250;0;0;0;0;NA   ;160;RM     ;5.0;2009.0;TA;Gd;TA;Gd;1.0;1.0;2.0;987.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;6;8;1972;2007;321;TA;0;ALQ;Unf;483;No;0;TA;0;162;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;118000;Normal 
527451650;Gable  ;CompShg;CemntBd;CmentBd;BrkFace;268;CBlock;GasA ;Y;SBrkr;630;672;0;1;6;Typ ;0;NA;Y;185;0;0;0;0;NA   ;160;RM     ;2.0;2009.0;TA;TA;TA;TA;2.0;1.0;3.0;1302.0;21;1680;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Twnhs ;2Story;5;7;1972;1972;399;TA;0;ALQ;Unf;630;No;0;TA;0;231;TA;Detchd;1972;1;TA;Unf;264;NA;0;NA;0;BrDale ;WD   ;119500;Normal 
534450090;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;Slab  ;GasA ;N;FuseF;334;0;0;1;2;Typ ;0;NA;N;0;0;0;0;0;NA   ;20;RL     ;1.0;2007.0;Fa;Fa;Fa;Fa;1.0;0.0;1.0;334.0;50;5000;Pave;NA  ;Reg                 ;Low;AllPub;Inside ;Mod;Norm                          ;Normal;1Fam  ;1Story;1;3;1946;1950;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;39300;Normal 
534450110;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;N;SBrkr;666;0;0;1;4;Typ ;0;NA;N;0;52;0;0;0;MnPrv;20;RL     ;4.0;2007.0;Fa;Fa;Fa;Gd;1.0;0.0;2.0;666.0;50;5000;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;3;3;1946;1950;367;Fa;1;LwQ;Unf;666;No;0;Fa;0;299;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;64500;Normal 
534450150;Hip    ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;708;0;0;1;5;Typ ;0;NA;Y;164;0;0;0;0;NA   ;30;RL     ;12.0;2009.0;TA;Gd;Fa;Fa;1.0;0.0;2.0;708.0;50;5330;Pave;NA  ;Reg                 ;HLS;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;7;1940;1950;140;TA;0;LwQ;Unf;420;No;0;TA;0;280;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;82500;Normal 
534450180;Gable  ;CompShg;Wd Sdng;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;858;0;0;1;4;Typ ;0;NA;Y;117;0;0;0;0;NA   ;20;RL     ;2.0;2010.0;Gd;Gd;TA;TA;1.0;0.0;2.0;858.0;50;7207;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1958;2008;162;TA;0;BLQ;Unf;858;Gd;1;TA;0;696;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;116500;Normal 
534451020;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;N;FuseA;442;228;0;1;4;Typ ;0;NA;N;0;21;0;0;0;MnPrv;50;RL     ;7.0;2007.0;TA;TA;TA;Fa;1.0;0.0;2.0;670.0;51;3500;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1.5Fin;3;5;1945;1950;226;TA;0;LwQ;Unf;370;No;1;TA;0;144;NA;NA;0;0;NA;NA;0;Shed;2000;NA;0;BrkSide;WD   ;64000;Normal 
534451050;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;774;456;0;1;5;Typ ;0;NA;Y;0;57;0;0;63;MnPrv;50;RL     ;8.0;2006.0;TA;TA;TA;TA;1.0;1.0;3.0;1230.0;51;4712;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Mod;Adjacent to feeder street     ;Normal;1Fam  ;1.5Fin;4;7;1946;1950;363;TA;0;ALQ;Unf;747;No;1;TA;0;384;TA;Detchd;1946;1;TA;Unf;305;NA;0;NA;0;BrkSide;WD   ;121600;Abnorml
534451080;Hip    ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;Floor;N;SBrkr;720;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;RL     ;7.0;2008.0;TA;TA;TA;TA;1.0;0.0;2.0;720.0;;6627;Pave;NA  ;IR1                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;3;6;1949;1950;0;NA;0;NA;NA;0;NA;0;NA;0;0;Fa;Detchd;1955;1;TA;Unf;287;NA;0;NA;0;BrkSide;WD   ;72500;Normal 
534451110;Gable  ;CompShg;MetalSd;MetalSd;BrkCmn ;161;CBlock;GasA ;Y;SBrkr;979;224;0;1;5;Typ ;1;TA;Y;0;0;248;0;0;NA   ;50;RL     ;7.0;2009.0;TA;TA;TA;Gd;1.0;0.0;3.0;1203.0;;7015;Pave;NA  ;IR1                 ;Bnk;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;4;1950;1950;524;TA;0;LwQ;Unf;709;No;1;TA;0;185;TA;Detchd;1950;1;TA;Unf;352;NA;0;NA;0;BrkSide;WD   ;110000;Normal 
534451120;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;Y;FuseA;869;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;30;RL     ;8.0;2006.0;TA;TA;TA;Fa;1.0;0.0;2.0;869.0;51;5900;Pave;NA  ;IR1                 ;Bnk;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;7;1923;1958;440;TA;0;Unf;Unf;440;No;0;Gd;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;85500;Normal 
534451130;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;108;PConc ;GasA ;Y;SBrkr;747;0;0;1;5;Typ ;0;NA;Y;0;0;32;0;0;NA   ;30;RL     ;6.0;2006.0;Gd;Gd;TA;TA;1.0;0.0;1.0;747.0;52;5825;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;4;5;1926;1953;600;TA;0;Unf;Unf;600;Mn;0;Fa;0;0;TA;Detchd;1953;2;TA;Unf;528;NA;0;NA;0;BrkSide;WD   ;79900;Normal 
534451150;Gable  ;CompShg;Wd Sdng;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1306;0;0;1;6;Mod ;0;NA;Y;263;0;0;0;0;GdWo ;30;RL     ;5.0;2010.0;Po;Ex;TA;Fa;1.0;0.0;3.0;1306.0;55;5350;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;3;2;1940;1966;728;TA;0;Unf;Unf;728;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;Shed;450;NA;0;BrkSide;WD   ;76500;Normal 
534451170;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;729;0;0;1;5;Maj2;0;NA;N;0;0;0;0;0;NA   ;30;RL     ;7.0;2008.0;TA;Gd;Gd;TA;1.0;0.0;2.0;729.0;56;4130;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;3;6;1935;2003;270;TA;0;Unf;Unf;270;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;52000;Normal 
534452060;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;1077;0;0;2;5;Typ ;2;TA;Y;0;4;0;0;0;NA   ;190;RL     ;1.0;2008.0;TA;Ex;TA;TA;1.0;0.0;2.0;1077.0;50;7420;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to arterial street   ;Artery;2fmCon;1.5Unf;5;6;1939;1950;140;TA;0;GLQ;Unf;991;No;1;TA;0;851;TA;Attchd;1939;1;Gd;RFn;205;NA;0;NA;0;BrkSide;WD   ;118000;Normal 
534453080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;808;0;0;1;5;Typ ;0;NA;N;143;0;0;0;0;NA   ;20;RL     ;7.0;2007.0;TA;Ex;TA;TA;1.0;0.0;2.0;808.0;50;5175;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;RRAn                          ;Feedr ;1Fam  ;1Story;5;8;1958;2000;254;TA;0;BLQ;ALQ;808;No;0;TA;404;150;TA;Detchd;1963;1;TA;Unf;308;NA;0;NA;0;BrkSide;COD  ;112000;Normal 
534453140;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;453;453;0;1;5;Typ ;0;NA;Y;0;0;0;0;0;NA   ;70;RL     ;9.0;2008.0;TA;TA;TA;TA;1.0;0.0;2.0;906.0;50;4882;Pave;NA  ;IR1                 ;Bnk;AllPub;Inside ;Mod;RRAn                          ;Feedr ;1Fam  ;2Story;4;7;1937;1950;228;TA;0;Rec;Unf;348;No;0;TA;0;120;TA;Basment;1937;1;Fa;Unf;231;NA;0;NA;0;BrkSide;WD   ;87000;Normal 
534453150;Gable  ;CompShg;AsbShng;Plywood;None   ;0;PConc ;GasA ;Y;SBrkr;936;316;0;1;5;Typ ;0;NA;Y;104;0;0;0;0;MnPrv;50;RL     ;6.0;2006.0;TA;Gd;TA;TA;1.0;0.0;3.0;1252.0;92;7438;Pave;NA  ;IR1                 ;Lvl;AllPub;Inside ;Gtl;RRAn                          ;Feedr ;1Fam  ;1.5Fin;5;8;1908;1991;504;TA;0;Unf;Unf;504;No;0;Fa;0;0;TA;Attchd;1986;2;TA;Unf;576;NA;0;NA;0;BrkSide;WD   ;127000;Normal 
903200050;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;Y;FuseA;788;0;0;1;4;Typ ;2;TA;Y;0;0;0;0;0;GdWo ;30;RL     ;4.0;2006.0;TA;TA;TA;TA;1.0;0.0;2.0;788.0;;7446;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to feeder street     ;Normal;1Fam  ;1Story;4;5;1941;1950;522;TA;0;Rec;Unf;788;No;0;TA;0;266;NA;NA;0;0;NA;NA;0;NA;0;NA;0;BrkSide;WD   ;100000;Abnorml
903200080;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1072;504;0;1;6;Typ ;1;TA;Y;0;312;0;0;0;NA   ;70;RL     ;5.0;2009.0;TA;Ex;TA;Gd;1.0;1.0;3.0;1576.0;144;21384;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;6;1923;2004;15;TA;0;GLQ;Unf;1324;Gd;2;TA;0;1309;TA;Attchd;1923;2;TA;RFn;528;NA;0;NA;0;BrkSide;WD   ;223500;Normal 
903201020;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;FuseA;1432;0;0;1;6;Typ ;1;Gd;Y;266;61;0;0;0;GdWo ;30;RL     ;9.0;2009.0;TA;TA;TA;Gd;1.0;0.0;3.0;1432.0;;6615;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;6;1923;1950;1022;TA;0;Unf;Unf;1022;No;0;TA;0;0;TA;BuiltIn;1923;1;Fa;Unf;216;NA;0;NA;0;BrkSide;WD   ;149000;Normal 
903201030;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;BrkTil;GasA ;Y;SBrkr;1143;0;0;1;5;Typ ;1;Po;Y;265;0;0;0;0;GdPrv;30;RL     ;7.0;2008.0;Gd;TA;Gd;TA;1.0;0.0;2.0;1143.0;55;7111;Pave;NA  ;IR1                 ;Bnk;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1928;1983;329;TA;0;LwQ;BLQ;1008;No;0;TA;273;406;TA;Detchd;1992;1;TA;Unf;288;NA;0;NA;0;BrkSide;WD   ;138000;Normal 
903201080;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasW ;N;SBrkr;952;596;0;1;5;Typ ;0;NA;Y;74;0;0;0;144;NA   ;50;RL     ;10.0;2009.0;Gd;Gd;Gd;Ex;2.0;1.0;3.0;1548.0;55;7264;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;7;7;1925;2007;952;TA;0;Unf;Unf;952;No;0;TA;0;0;TA;Detchd;1978;2;TA;Unf;672;NA;0;NA;0;BrkSide;WD   ;205000;Normal 
